@RELATION digits
@Attribute 0 numeric
@Attribute 1 numeric
@Attribute 2 numeric
@Attribute 3 numeric
@Attribute 4 numeric
@Attribute 5 numeric
@Attribute 6 numeric
@Attribute 7 numeric
@Attribute 8 numeric
@Attribute 9 numeric
@Attribute 10 numeric
@Attribute 11 numeric
@Attribute 12 numeric
@Attribute 13 numeric
@Attribute 14 numeric
@Attribute 15 numeric
@Attribute 16 numeric
@Attribute 17 numeric
@Attribute 18 numeric
@Attribute 19 numeric
@Attribute 20 numeric
@Attribute 21 numeric
@Attribute 22 numeric
@Attribute 23 numeric
@Attribute 24 numeric
@Attribute 25 numeric
@Attribute 26 numeric
@Attribute 27 numeric
@Attribute 28 numeric
@Attribute 29 numeric
@Attribute 30 numeric
@Attribute 31 numeric
@Attribute 32 numeric
@Attribute 33 numeric
@Attribute 34 numeric
@Attribute 35 numeric
@Attribute 36 numeric
@Attribute 37 numeric
@Attribute 38 numeric
@Attribute 39 numeric
@Attribute 40 numeric
@Attribute 41 numeric
@Attribute 42 numeric
@Attribute 43 numeric
@Attribute 44 numeric
@Attribute 45 numeric
@Attribute 46 numeric
@Attribute 47 numeric
@Attribute 48 numeric
@Attribute 49 numeric
@Attribute 50 numeric
@Attribute 51 numeric
@Attribute 52 numeric
@Attribute 53 numeric
@Attribute 54 numeric
@Attribute 55 numeric
@Attribute 56 numeric
@Attribute 57 numeric
@Attribute 58 numeric
@Attribute 59 numeric
@Attribute 60 numeric
@Attribute 61 numeric
@Attribute 62 numeric
@Attribute 63 numeric
@Attribute 64 numeric
@Attribute 65 numeric
@Attribute 66 numeric
@Attribute 67 numeric
@Attribute 68 numeric
@Attribute 69 numeric
@Attribute 70 numeric
@Attribute 71 numeric
@Attribute 72 numeric
@Attribute 73 numeric
@Attribute 74 numeric
@Attribute 75 numeric
@Attribute 76 numeric
@Attribute 77 numeric
@Attribute 78 numeric
@Attribute 79 numeric
@Attribute 80 numeric
@Attribute 81 numeric
@Attribute 82 numeric
@Attribute 83 numeric
@Attribute 84 numeric
@Attribute 85 numeric
@Attribute 86 numeric
@Attribute 87 numeric
@Attribute 88 numeric
@Attribute 89 numeric
@Attribute 90 numeric
@Attribute 91 numeric
@Attribute 92 numeric
@Attribute 93 numeric
@Attribute 94 numeric
@Attribute 95 numeric
@Attribute 96 numeric
@Attribute 97 numeric
@Attribute 98 numeric
@Attribute 99 numeric
@Attribute 100 numeric
@Attribute 101 numeric
@Attribute 102 numeric
@Attribute 103 numeric
@Attribute 104 numeric
@Attribute 105 numeric
@Attribute 106 numeric
@Attribute 107 numeric
@Attribute 108 numeric
@Attribute 109 numeric
@Attribute 110 numeric
@Attribute 111 numeric
@Attribute 112 numeric
@Attribute 113 numeric
@Attribute 114 numeric
@Attribute 115 numeric
@Attribute 116 numeric
@Attribute 117 numeric
@Attribute 118 numeric
@Attribute 119 numeric
@Attribute 120 numeric
@Attribute 121 numeric
@Attribute 122 numeric
@Attribute 123 numeric
@Attribute 124 numeric
@Attribute 125 numeric
@Attribute 126 numeric
@Attribute 127 numeric
@Attribute 128 numeric
@Attribute 129 numeric
@Attribute 130 numeric
@Attribute 131 numeric
@Attribute 132 numeric
@Attribute 133 numeric
@Attribute 134 numeric
@Attribute 135 numeric
@Attribute 136 numeric
@Attribute 137 numeric
@Attribute 138 numeric
@Attribute 139 numeric
@Attribute 140 numeric
@Attribute 141 numeric
@Attribute 142 numeric
@Attribute 143 numeric
@Attribute 144 numeric
@Attribute 145 numeric
@Attribute 146 numeric
@Attribute 147 numeric
@Attribute 148 numeric
@Attribute 149 numeric
@Attribute 150 numeric
@Attribute 151 numeric
@Attribute 152 numeric
@Attribute 153 numeric
@Attribute 154 numeric
@Attribute 155 numeric
@Attribute 156 numeric
@Attribute 157 numeric
@Attribute 158 numeric
@Attribute 159 numeric
@Attribute 160 numeric
@Attribute 161 numeric
@Attribute 162 numeric
@Attribute 163 numeric
@Attribute 164 numeric
@Attribute 165 numeric
@Attribute 166 numeric
@Attribute 167 numeric
@Attribute 168 numeric
@Attribute 169 numeric
@Attribute 170 numeric
@Attribute 171 numeric
@Attribute 172 numeric
@Attribute 173 numeric
@Attribute 174 numeric
@Attribute 175 numeric
@Attribute 176 numeric
@Attribute 177 numeric
@Attribute 178 numeric
@Attribute 179 numeric
@Attribute 180 numeric
@Attribute 181 numeric
@Attribute 182 numeric
@Attribute 183 numeric
@Attribute 184 numeric
@Attribute 185 numeric
@Attribute 186 numeric
@Attribute 187 numeric
@Attribute 188 numeric
@Attribute 189 numeric
@Attribute 190 numeric
@Attribute 191 numeric
@Attribute 192 numeric
@Attribute 193 numeric
@Attribute 194 numeric
@Attribute 195 numeric
@Attribute 196 numeric
@Attribute 197 numeric
@Attribute 198 numeric
@Attribute 199 numeric
@Attribute class {label0,label1,label2,label3,label4,label5,label6,label7,label8,label9}
@DATA
0.0,0.0,0.0,0.0,0.0,0.0,0.008902484,0.009849177,0.049608693,0.04589125,0.07012491,0.06769526,0.06768286,0.06553155,0.076562956,0.07263085,0.097716115,0.09785814,0.07723093,0.054653645,0.16475944,0.15104395,0.08411313,0.07457898,0.08069229,0.07700681,0.09417384,0.09382138,0.101340204,0.10183867,0.09310686,0.093874685,0.08333629,0.084510356,0.07023222,0.06991523,0.07376297,0.07378387,0.0,0.0,0.10639367,0.08143153,0.056285005,0.040514864,0.03241269,0.018690309,0.046566248,0.026817378,0.029292097,0.016778,0.12500305,0.1284835,0.10576374,0.10515635,0.079192266,0.07784331,0.07553786,0.07456778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1323605,0.12446335,0.09230786,0.08918906,0.07865987,0.07640352,0.0835402,0.082267515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087072335,0.08480417,0.07066317,0.068909176,0.07247431,0.070502944,0.089624725,0.087744266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09333723,0.08988257,0.078121945,0.07757758,0.07526295,0.07438334,0.07806083,0.07546681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10062845,0.10295028,0.1026451,0.103163145,0.08894392,0.08397358,0.07173327,0.0687207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11922767,0.118204124,0.103654355,0.100091435,0.08581494,0.079621494,0.074458666,0.07247943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10354742,0.09479,0.08436818,0.078439064,0.07354521,0.07013392,0.082976155,0.08264689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03226737,0.042836484,0.07632254,0.07344616,0.07912708,0.08258569,0.08726606,0.09276448,0.11533587,0.12048792,0.07022486,0.07938565,label1
0.0,0.0,0.0,0.0,0.03628942,0.055019625,0.053479034,0.06753963,0.06551938,0.07124172,0.061969846,0.06769526,0.046253677,0.0521712,0.014759676,0.02090886,0.0,0.0,0.0,0.0,0.0,0.0,0.048297495,0.06444237,0.06400184,0.062204804,0.047650594,0.03452101,0.031005735,0.020762531,0.028486686,0.01913886,0.041538592,0.0381941,0.055155043,0.060412508,0.028418012,0.040437557,0.0,0.0,0.051305335,0.072275996,0.0656808,0.06294851,0.00988325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015266551,0.022409415,0.06675331,0.07456778,0.034812734,0.045923196,0.11237274,0.122252636,0.046146017,0.031213222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057090398,0.06549509,0.072215915,0.066224694,0.13019754,0.12428773,0.03055009,0.01873872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025392983,0.04212561,0.09628889,0.10479065,0.12394356,0.123958714,0.03082902,0.018946523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022116635,0.03623126,0.084667124,0.08773822,0.09314972,0.08942061,0.057233553,0.04671665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048501194,0.06405052,0.050225865,0.044213604,0.03524195,0.03873734,0.08037752,0.08516094,0.010016328,0.013561356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015870864,0.027403925,0.06579962,0.07247943,0.0195042,0.0067674033,0.0,0.0,0.041009016,0.051614996,0.07633059,0.082868434,0.050014324,0.06451781,0.031429324,0.05003727,0.029337639,0.04550823,0.040143576,0.057116535,0.06499239,0.07013392,0.02568193,0.011233183,0.0,0.0,0.0,0.0,0.0,0.0,0.018458875,0.019527877,0.04789889,0.042579584,0.06641082,0.07232879,0.060535934,0.05932858,0.047506396,0.04293669,0.018114178,0.006304172,0.0,0.0,0.0,0.0,label0
0.020579202,0.0,0.013798664,0.017134666,0.0,0.0,0.008902484,0.009849177,0.065986335,0.061558705,0.07012491,0.06769526,0.06768286,0.06553155,0.076562956,0.07263085,0.097716115,0.09785814,0.07723093,0.10816005,0.16475944,0.15104395,0.08411313,0.07457898,0.08069229,0.07700681,0.09417384,0.09382138,0.101340204,0.10183867,0.09310686,0.093874685,0.08333629,0.084510356,0.07023222,0.06991523,0.049849898,0.058741055,0.0,0.0,0.10639367,0.0910372,0.06539361,0.07263162,0.0430956,0.057943467,0.046566248,0.06315041,0.07076118,0.067653045,0.12500305,0.1284835,0.10576374,0.10515635,0.079192266,0.07784331,0.05104939,0.05936515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042955063,0.02655044,0.1323605,0.12446335,0.09230786,0.08918906,0.07865987,0.07640352,0.056457467,0.06549509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258085,0.020030031,0.087072335,0.08480417,0.07066317,0.068909176,0.07247431,0.070502944,0.06056946,0.06985525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03872134,0.023300394,0.09333723,0.08988257,0.078121945,0.07757758,0.07526295,0.07438334,0.052754443,0.06008089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033817522,0.021460209,0.10062845,0.10295028,0.1026451,0.103163145,0.08894392,0.08397358,0.0484782,0.054710153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03774474,0.025419043,0.11922767,0.118204124,0.103654355,0.100091435,0.08581494,0.079621494,0.050320055,0.057702564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035962187,0.021248767,0.10354742,0.09479,0.08436818,0.078439064,0.07354521,0.07013392,0.056076273,0.06579711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05757308,0.047434848,0.07632254,0.07344616,0.07912708,0.08258569,0.08726606,0.09276448,0.11533587,0.12048792,0.07022486,0.07938565,label1
0.0,0.0,0.01184172,0.024232076,0.047532186,0.06338573,0.06397097,0.07246422,0.06808105,0.07124172,0.06439274,0.06769526,0.055213317,0.05662465,0.03062998,0.039805643,0.0,0.0,0.0,0.0,0.015552563,0.029033184,0.06802913,0.07457898,0.05856398,0.050502796,0.039884064,0.02550399,0.032213695,0.020762531,0.029596504,0.01913886,0.043184455,0.0381941,0.057332113,0.060412508,0.045104187,0.047528803,0.0,0.0,0.095506884,0.10657948,0.068223275,0.06294851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015907776,0.022409415,0.06936323,0.07456778,0.06107936,0.058326628,0.11789759,0.10563633,0.056816574,0.044104267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07671144,0.082267515,0.08628924,0.090708986,0.07412441,0.0800615,0.091688916,0.09191203,0.027191358,0.030168356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432842,0.060920343,0.0822986,0.087744266,0.11258796,0.12127394,0.0,0.0,0.06172624,0.059862856,0.093378596,0.09920404,0.09249993,0.099828094,0.0717101,0.090986304,0.0560379,0.071557604,0.06318357,0.07757758,0.054623533,0.048782267,0.055476554,0.06008089,0.09802096,0.108616054,0.0,0.0,0.0,0.0,0.023992345,0.02257979,0.03816662,0.023300556,0.06507491,0.054725546,0.042617686,0.027985549,0.032628488,0.02103256,0.0,0.0,0.050438732,0.06405052,0.052116994,0.044213604,0.011287843,0.020925196,0.04703092,0.03848813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024961097,0.03950326,0.06837224,0.07247943,0.039742246,0.027069613,0.10850653,0.122331835,0.07790735,0.080127284,0.061314277,0.0659735,0.030465078,0.048085216,0.032660477,0.05003727,0.030486858,0.04550823,0.05930017,0.07310843,0.067533456,0.07013392,0.043553673,0.030409425,0.0,0.0,0.0,0.0,0.023698507,0.023115186,0.057484835,0.04979792,0.057300918,0.05832191,0.069007345,0.07232879,0.05539255,0.048167646,0.049362134,0.04293669,0.018795721,0.006304172,0.0,0.0,0.0,0.0,label9
0.0,0.0,0.0,0.0,0.028286682,0.041791648,0.05559414,0.06753963,0.06808105,0.07124172,0.06439274,0.06769526,0.04804518,0.0521712,0.023402777,0.025844771,0.0,0.0,0.0,0.0,0.0,0.0,0.041661188,0.0572747,0.06647933,0.062204804,0.04948373,0.03452101,0.032213695,0.020762531,0.029596504,0.01913886,0.043184455,0.0381941,0.057332113,0.060412508,0.045104187,0.047528803,0.0,0.0,0.03950863,0.056733713,0.07604009,0.077927485,0.020125559,0.0062301033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015907776,0.022409415,0.06936323,0.07456778,0.04903834,0.045923196,0.10155163,0.113944486,0.056816574,0.044104267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042030267,0.05299365,0.08628924,0.090708986,0.13528799,0.12428773,0.031657804,0.01873872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026463576,0.04212561,0.11258796,0.12127394,0.12878948,0.123958714,0.041830946,0.033068426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023049094,0.03623126,0.09802096,0.108616054,0.0842964,0.082387805,0.059388537,0.04671665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035529453,0.05003997,0.060691185,0.055772297,0.024020717,0.03133917,0.083520114,0.08516094,0.021133086,0.020342035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016543258,0.027403925,0.06837224,0.07247943,0.039742246,0.027069613,0.0,0.0,0.034037028,0.04391409,0.079314955,0.082868434,0.05194349,0.06451781,0.032660477,0.05003727,0.030486858,0.04550823,0.041740518,0.057116535,0.067533456,0.07013392,0.043553673,0.030409425,0.0,0.0,0.0,0.0,0.0,0.0,0.019203613,0.019527877,0.04976996,0.042579584,0.061346848,0.062498022,0.06287926,0.05932858,0.049362134,0.04293669,0.028014382,0.012608344,0.0,0.0,0.0,0.0,label0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02335862,0.032512706,0.07293036,0.07263085,0.10551649,0.09785814,0.06439245,0.067131095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035109088,0.048892263,0.07710261,0.087495066,0.08998877,0.084510356,0.07583864,0.06991523,0.07965124,0.07378387,0.14910968,0.14984514,0.0,0.0,0.03838923,0.049254533,0.06608157,0.07298427,0.12803337,0.13153724,0.13691501,0.123442255,0.13498166,0.1284835,0.11420653,0.10515635,0.08551394,0.07784331,0.08156782,0.07456778,0.12755328,0.12905669,0.1388445,0.10563633,0.09848052,0.08483145,0.10723659,0.094599634,0.09828349,0.07077175,0.08165205,0.047916584,0.07983953,0.06821266,0.099676505,0.08918906,0.08493904,0.07640352,0.09020896,0.082267515,0.12988533,0.12737852,0.0,0.0,0.024586469,0.01873872,0.01132186,0.0,0.0,0.0,0.0,0.0,0.030604122,0.04071408,0.07630399,0.068909176,0.07825971,0.070502944,0.09677919,0.087744266,0.13239802,0.12127394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032806102,0.0431522,0.08435818,0.07757758,0.081270956,0.07438334,0.08429219,0.07546681,0.11526794,0.108616054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035368815,0.049425945,0.11083894,0.103163145,0.09604404,0.08397358,0.077459514,0.0687207,0.090334706,0.085041754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041906055,0.056749243,0.11192877,0.100091435,0.09266528,0.079621494,0.08040247,0.07247943,0.10146331,0.09958083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024740133,0.027288001,0.09110303,0.078439064,0.079416096,0.07013392,0.08959988,0.08264689,0.13940245,0.12933879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048310682,0.037324257,0.08389396,0.08015614,0.098248586,0.07901869,0.07857328,0.040756106,label1
0.0,0.0,0.0,0.0,0.047532186,0.06338573,0.06397097,0.07246422,0.06808105,0.07124172,0.06439274,0.06769526,0.04804518,0.0521712,0.03843447,0.046786074,0.0,0.0,0.0,0.0,0.015552563,0.029033184,0.05914354,0.06951067,0.07409632,0.07700681,0.086475864,0.09382138,0.06321943,0.0529464,0.05808319,0.04880589,0.068029255,0.0730239,0.06449128,0.06991523,0.060173254,0.063755326,0.0,0.0,0.06727582,0.08326606,0.07604009,0.077927485,0.08590964,0.09167458,0.04261495,0.026817378,0.0,0.0,0.0,0.0,0.021245329,0.03027225,0.07271891,0.07784331,0.06936323,0.07456778,0.06107936,0.058326628,0.08682954,0.09732817,0.08374537,0.08483145,0.09119131,0.094599634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07223003,0.07640352,0.07671144,0.082267515,0.08628924,0.090708986,0.13528799,0.12428773,0.091688916,0.09191203,0.08168584,0.084781304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665501,0.070502944,0.0822986,0.087744266,0.11258796,0.12127394,0.12878948,0.123958714,0.092526056,0.09293129,0.093378596,0.09920404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06911079,0.07438334,0.071679965,0.07546681,0.09802096,0.108616054,0.071311064,0.082387805,0.08753634,0.089856185,0.10571555,0.11075219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08167344,0.08397358,0.06586963,0.0687207,0.060691185,0.055772297,0.047973022,0.05966254,0.083520114,0.08516094,0.09348765,0.09977616,0.04903889,0.04309218,0.0,0.0,0.0,0.0,0.030606119,0.048053425,0.07880023,0.079621494,0.06837224,0.07247943,0.049320377,0.036640167,0.0,0.0,0.051973768,0.051614996,0.079314955,0.082868434,0.09501529,0.100157656,0.06660028,0.08297486,0.0621679,0.075464524,0.06823541,0.078439064,0.067533456,0.07013392,0.060221538,0.05420169,0.0,0.0,0.0,0.0,0.0,0.0,0.038357355,0.0340831,0.04976996,0.042579584,0.069007345,0.07232879,0.07008376,0.07344616,0.049362134,0.04293669,0.036958512,0.025216687,0.0,0.0,0.0,0.0,label0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021982886,0.033586204,0.058819756,0.06553155,0.067074664,0.06275903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031768315,0.050526053,0.09180963,0.093874685,0.08217519,0.084510356,0.06925369,0.06991523,0.025055686,0.015042811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04213528,0.06526065,0.1250269,0.123442255,0.12326142,0.1284835,0.104290165,0.10515635,0.0780889,0.07784331,0.02565858,0.015202632,0.0,0.0,0.0,0.0,0.0,0.0,0.031131584,0.046934493,0.11376933,0.10791296,0.11714786,0.10519594,0.015488538,0.0,0.091021754,0.08918906,0.07756392,0.07640352,0.028376801,0.016772429,0.0,0.0,0.0,0.0,0.020753354,0.03163405,0.087718,0.084781304,0.08508884,0.07666069,0.011760273,0.0,0.0,0.0,0.06967864,0.068909176,0.071464546,0.070502944,0.03044358,0.01788901,0.0,0.0,0.014296894,0.023826946,0.09935872,0.09293129,0.08990829,0.08013536,0.015248328,0.0,0.0,0.0,0.0,0.0,0.07703349,0.07757758,0.07421433,0.07438334,0.026515577,0.015385924,0.0,0.0,0.10308067,0.10348623,0.09400053,0.089856185,0.1135222,0.11075219,0.118394494,0.114287496,0.10286115,0.10526073,0.09922642,0.10295028,0.101214975,0.103163145,0.08770469,0.08397358,0.07073383,0.0687207,0.05401031,0.067703724,0.03938235,0.03873734,0.060850404,0.044275574,0.06811247,0.051874097,0.079027705,0.062960856,0.07789264,0.064820945,0.09191885,0.08417569,0.10221017,0.100091435,0.0846193,0.079621494,0.057965558,0.04753364,0.05291117,0.036640167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083192706,0.078439064,0.072520524,0.07013392,0.028185206,0.016849775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06100321,0.058811046,0.06793603,0.060837034,0.0,0.0,0.0,0.0,label4
0.0,0.0,0.012305548,0.024232076,0.049335312,0.06338573,0.06631137,0.07246422,0.070549764,0.07124172,0.066727705,0.06769526,0.057235837,0.05662465,0.039893217,0.046786074,0.01034889,0.013300662,0.0,0.0,0.01616174,0.029033184,0.08003827,0.07457898,0.07678316,0.07700681,0.08037381,0.075787336,0.05509697,0.037470926,0.04991854,0.04242627,0.07047312,0.0730239,0.06682982,0.06991523,0.07018953,0.07378387,0.01462444,0.02036662,0.041554887,0.054899197,0.07879741,0.077927485,0.08902484,0.09167458,0.044163056,0.026817378,0.0,0.0,0.0,0.0,0.032356963,0.050485067,0.075355805,0.07784331,0.07187843,0.07456778,0.038811743,0.02631165,0.015295756,0.016616309,0.08678209,0.08483145,0.09449802,0.094599634,0.07317608,0.069513485,0.040536694,0.062521815,0.04049388,0.059754267,0.05717716,0.07706668,0.074849196,0.07640352,0.0794931,0.082267515,0.013614186,0.0,0.0,0.0,0.020369662,0.030159516,0.08464789,0.084781304,0.09157766,0.09490256,0.09563114,0.098245814,0.08285412,0.08480417,0.067239895,0.068909176,0.0689633,0.070502944,0.038583793,0.03122269,0.0,0.0,0.042351734,0.061500654,0.09588118,0.09293129,0.09676463,0.09920404,0.09792973,0.08223539,0.03924452,0.023300394,0.030667651,0.01832496,0.058100205,0.055244662,0.071616836,0.07438334,0.074279174,0.07546681,0.033872824,0.038649652,0.086456455,0.09645342,0.09071053,0.089856185,0.10954894,0.11075219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07521519,0.07256007,0.06825816,0.0687207,0.07074403,0.073483065,0.074496895,0.08666796,0.08654867,0.08516094,0.09687764,0.09977616,0.012510364,0.016459748,0.0,0.0,0.0,0.0,0.010167762,0.019239252,0.08165763,0.079621494,0.07085151,0.07247943,0.070615366,0.06530735,0.027884364,0.035216704,0.08073238,0.080127284,0.08219103,0.082868434,0.08750205,0.08654445,0.06910794,0.08297486,0.06450867,0.075464524,0.070731826,0.078439064,0.06998231,0.07013392,0.07895637,0.08264689,0.032089617,0.010881288,0.0,0.0,0.012043429,0.015410124,0.049404293,0.043288626,0.05933393,0.05832191,0.071509644,0.07232879,0.0726251,0.07344616,0.0594661,0.054161556,0.047445092,0.034132134,0.013054195,0.0,0.0,0.0,label8
0.0,0.0,0.012305548,0.024232076,0.049335312,0.06338573,0.06631137,0.07246422,0.070549764,0.07124172,0.066727705,0.06769526,0.057235837,0.05662465,0.047697708,0.057823114,0.01034889,0.013300662,0.0,0.0,0.01616174,0.029033184,0.08003827,0.07457898,0.07678316,0.07700681,0.08037381,0.075787336,0.05509697,0.037470926,0.04991854,0.04242627,0.07047312,0.0730239,0.06682982,0.06991523,0.07018953,0.07378387,0.01462444,0.02036662,0.041554887,0.054899197,0.07879741,0.077927485,0.08902484,0.09167458,0.044163056,0.026817378,0.0,0.0,0.0,0.0,0.032356963,0.050485067,0.075355805,0.07784331,0.07187843,0.07456778,0.038811743,0.02631165,0.015295756,0.016616309,0.08678209,0.08483145,0.09449802,0.094599634,0.07317608,0.069513485,0.040536694,0.062521815,0.04049388,0.059754267,0.05717716,0.07706668,0.074849196,0.07640352,0.0794931,0.082267515,0.026782388,0.008656505,0.0,0.0,0.020369662,0.030159516,0.08464789,0.084781304,0.09157766,0.09490256,0.09563114,0.098245814,0.08285412,0.08480417,0.067239895,0.068909176,0.0689633,0.070502944,0.038583793,0.03122269,0.0,0.0,0.042351734,0.061500654,0.09588118,0.09293129,0.09676463,0.09920404,0.09792973,0.08223539,0.03924452,0.023300394,0.030667651,0.01832496,0.058100205,0.055244662,0.071616836,0.07438334,0.074279174,0.07546681,0.033872824,0.038649652,0.086456455,0.09645342,0.09071053,0.089856185,0.10954894,0.11075219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06547794,0.06685332,0.06825816,0.0687207,0.07074403,0.073483065,0.074496895,0.08666796,0.08654867,0.08516094,0.09687764,0.09977616,0.012510364,0.016459748,0.0,0.0,0.0,0.0,0.010167762,0.019239252,0.07194474,0.079621494,0.07085151,0.07247943,0.0801935,0.080439724,0.027884364,0.035216704,0.08073238,0.080127284,0.08219103,0.082868434,0.08750205,0.08654445,0.06910794,0.08297486,0.06450867,0.075464524,0.070731826,0.078439064,0.06998231,0.07013392,0.07895637,0.08264689,0.047867242,0.021762576,0.0,0.0,0.012043429,0.015410124,0.049404293,0.043288626,0.05933393,0.05832191,0.071509644,0.07232879,0.0726251,0.07344616,0.0594661,0.054161556,0.047445092,0.034132134,0.013054195,0.0,0.0,0.0,label8
