@RELATION digits
@Attribute 0 numeric
@Attribute 1 numeric
@Attribute 2 numeric
@Attribute 3 numeric
@Attribute 4 numeric
@Attribute 5 numeric
@Attribute 6 numeric
@Attribute 7 numeric
@Attribute 8 numeric
@Attribute 9 numeric
@Attribute 10 numeric
@Attribute 11 numeric
@Attribute 12 numeric
@Attribute 13 numeric
@Attribute 14 numeric
@Attribute 15 numeric
@Attribute 16 numeric
@Attribute 17 numeric
@Attribute 18 numeric
@Attribute 19 numeric
@Attribute 20 numeric
@Attribute 21 numeric
@Attribute 22 numeric
@Attribute 23 numeric
@Attribute 24 numeric
@Attribute 25 numeric
@Attribute 26 numeric
@Attribute 27 numeric
@Attribute 28 numeric
@Attribute 29 numeric
@Attribute 30 numeric
@Attribute 31 numeric
@Attribute 32 numeric
@Attribute 33 numeric
@Attribute 34 numeric
@Attribute 35 numeric
@Attribute 36 numeric
@Attribute 37 numeric
@Attribute 38 numeric
@Attribute 39 numeric
@Attribute 40 numeric
@Attribute 41 numeric
@Attribute 42 numeric
@Attribute 43 numeric
@Attribute 44 numeric
@Attribute 45 numeric
@Attribute 46 numeric
@Attribute 47 numeric
@Attribute 48 numeric
@Attribute 49 numeric
@Attribute 50 numeric
@Attribute 51 numeric
@Attribute 52 numeric
@Attribute 53 numeric
@Attribute 54 numeric
@Attribute 55 numeric
@Attribute 56 numeric
@Attribute 57 numeric
@Attribute 58 numeric
@Attribute 59 numeric
@Attribute 60 numeric
@Attribute 61 numeric
@Attribute 62 numeric
@Attribute 63 numeric
@Attribute 64 numeric
@Attribute 65 numeric
@Attribute 66 numeric
@Attribute 67 numeric
@Attribute 68 numeric
@Attribute 69 numeric
@Attribute 70 numeric
@Attribute 71 numeric
@Attribute 72 numeric
@Attribute 73 numeric
@Attribute 74 numeric
@Attribute 75 numeric
@Attribute 76 numeric
@Attribute 77 numeric
@Attribute 78 numeric
@Attribute 79 numeric
@Attribute 80 numeric
@Attribute 81 numeric
@Attribute 82 numeric
@Attribute 83 numeric
@Attribute 84 numeric
@Attribute 85 numeric
@Attribute 86 numeric
@Attribute 87 numeric
@Attribute 88 numeric
@Attribute 89 numeric
@Attribute 90 numeric
@Attribute 91 numeric
@Attribute 92 numeric
@Attribute 93 numeric
@Attribute 94 numeric
@Attribute 95 numeric
@Attribute 96 numeric
@Attribute 97 numeric
@Attribute 98 numeric
@Attribute 99 numeric
@Attribute 100 numeric
@Attribute 101 numeric
@Attribute 102 numeric
@Attribute 103 numeric
@Attribute 104 numeric
@Attribute 105 numeric
@Attribute 106 numeric
@Attribute 107 numeric
@Attribute 108 numeric
@Attribute 109 numeric
@Attribute 110 numeric
@Attribute 111 numeric
@Attribute 112 numeric
@Attribute 113 numeric
@Attribute 114 numeric
@Attribute 115 numeric
@Attribute 116 numeric
@Attribute 117 numeric
@Attribute 118 numeric
@Attribute 119 numeric
@Attribute class {label0,label1,label2,label3,label4,label5,label6,label7,label8,label9}
@DATA
0.0,0.0,0.0,0.045772094,0.043886323,0.039910123,0.039896734,0.035736628,0.036830474,0.031437416,0.029816203,0.028513726,0.028641079,0.028718693,0.028207483,0.028473886,0.028449832,0.026841406,0.026299829,0.02613013,0.027240727,0.029584622,0.034304965,0.03487031,0.03952592,0.03931908,0.045488823,0.04990449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417801,0.03690811,0.029791474,0.0273857,0.020455549,0.023173798,0.024166843,0.024643203,0.022878775,0.024022833,0.02764499,0.03421521,0.038347207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02637076,0.026471676,0.027139258,0.026624905,0.028036376,0.028193073,0.030029431,0.0300503,0.029755939,0.029320458,0.02912134,0.02901153,0.028780384,0.028650159,0.02869265,0.028790256,0.028774008,0.028842073,0.028909909,0.027677452,0.027910864,0.028223768,0.02743214,0.027035959,0.026971966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027565988,0.029281264,0.030833362,0.031332146,0.032334793,0.032239065,0.03221505,0.032121036,0.032297783,0.031414006,0.030821547,0.030519634,0.027786506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label0
0.0,0.0,0.0,0.0,0.0,0.050794702,0.050777663,0.04288395,0.040513523,0.031437416,0.02319038,0.022177342,0.022276394,0.02233676,0.043878306,0.04429271,0.044255294,0.0417533,0.040910844,0.04064687,0.042374462,0.046020523,0.048026953,0.048818436,0.050305717,0.050042465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04165835,0.04121583,0.0417801,0.047453284,0.04766636,0.047924977,0.047729615,0.038622994,0.040278073,0.041072007,0.038131293,0.03002854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025710875,0.025223594,0.025232738,0.025373766,0.025739511,0.0257574,0.02550509,0.025131822,0.02496115,0.024867028,0.0246689,0.02455728,0.0245937,0.024677362,0.024663435,0.024721775,0.024779921,0.024909707,0.025119778,0.025401391,0.025988342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019387249,0.017950956,0.015751993,0.015277181,0.013566679,0.013255908,0.01197585,0.029850986,0.029828751,0.0297417,0.029905355,0.030205775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1
0.0,0.0,0.0,0.042251166,0.040229127,0.036281932,0.03264278,0.032162964,0.03314743,0.031437416,0.029816203,0.028513726,0.047735132,0.04786449,0.043878306,0.041128945,0.0410942,0.03578854,0.032144234,0.031936828,0.030267473,0.0328718,0.030874468,0.03138328,0.032339387,0.032170158,0.03411662,0.034549262,0.036701083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278534,0.026362935,0.02383318,0.020539274,0.020455549,0.023173798,0.024166843,0.024643203,0.022878775,0.018017124,0.022115992,0.024439434,0.025564803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027921982,0.027942326,0.02856764,0.029427527,0.029438196,0.029602727,0.030029431,0.0300503,0.029755939,0.029320458,0.02912134,0.02901153,0.02740989,0.027285866,0.025960015,0.024677362,0.024663435,0.023348344,0.022026598,0.020758089,0.029306408,0.029634956,0.030319734,0.03154195,0.03331831,0.03483105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03675465,0.035646755,0.034533367,0.033742312,0.03353238,0.033433102,0.033408202,0.033310704,0.033493996,0.033830468,0.034520134,0.03560624,0.035725508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2
0.059170764,0.037453536,0.026612313,0.09154419,0.0,0.014512772,0.010880928,0.010720988,0.011049142,0.013972185,0.0,0.05702745,0.04455279,0.04467352,0.043878306,0.04429271,0.044255294,0.0417533,0.052599657,0.05516361,0.0060534948,0.0065743607,0.037735462,0.04184437,0.010779796,0.10365939,0.015162942,0.019194035,0.028545287,0.040242385,0.0,0.0,0.09765397,0.030051883,0.024895657,0.044012018,0.043922823,0.00833167,0.037094247,0.0046422333,0.047453284,0.053624652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004191113,0.063343875,0.009704394,0.0148671605,0.06301184,0.023697216,0.040486787,0.048842706,0.046165943,0.042990882,0.04033175,0.0,0.039994694,0.023822283,0.040652744,0.040879957,0.041469213,0.0,0.039674588,0.022339396,0.037441723,0.03453754,0.037003353,0.03820021,0.039623182,0.024677362,0.026033627,0.015107752,0.0151432855,0.02629358,0.01674652,0.023990203,0.04187011,0.042055935,0.04283783,0.045280363,0.048442557,0.0,0.0,0.044615965,0.047746945,0.04829569,0.047504302,0.014795848,0.04175715,0.012427584,0.03806732,0.011457886,0.027133359,0.0277169,0.00718551,0.028656946,0.0286356,0.028552033,0.02870914,0.021748157,0.027122961,0.0,0.0,0.0,0.043770805,0.047766678,0.02542397,0.054171175,0.055423137,0.05695212,0.065485656,label3
0.0,0.0,0.0,0.06337675,0.06217229,0.06167928,0.05803161,0.057178605,0.055245712,0.05239569,0.04638076,0.041186493,0.041370448,0.038291592,0.037609976,0.034801416,0.034772016,0.029823784,0.026299829,0.02613013,0.024213979,0.026297443,0.054887943,0.055792496,0.057492245,0.05719139,0.060651768,0.0537433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08243166,0.0835602,0.08963398,0.08937442,0.089003526,0.07500368,0.07724599,0.064444914,0.049286406,0.030505033,0.018017124,0.11057996,0.097757734,0.08521601,0.0709608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027921982,0.026471676,0.025710875,0.025223594,0.025232738,0.025373766,0.025739511,0.0257574,0.02550509,0.025131822,0.02496115,0.024867028,0.0246689,0.02455728,0.0245937,0.03016122,0.0301442,0.030215504,0.030286571,0.030445198,0.030701952,0.025401391,0.025988342,0.028537957,0.03331831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028997697,0.027565988,0.026735067,0.025900025,0.025306733,0.025149286,0.032239065,0.03221505,0.032121036,0.032297783,0.032622237,0.03328727,0.03433459,0.035725508,0.031944383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4
0.0,0.0,0.0,0.031688374,0.032914743,0.032653738,0.03264278,0.032162964,0.03314743,0.031437416,0.029816203,0.028513726,0.028641079,0.028718693,0.028207483,0.028473886,0.028449832,0.047718056,0.04675525,0.046453565,0.027240727,0.029584622,0.030874468,0.03138328,0.032339387,0.03574462,0.04169809,0.046065684,0.048934776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139267,0.015817761,0.017874885,0.020539274,0.020455549,0.023173798,0.024166843,0.024643203,0.022878775,0.018017124,0.016586995,0.014663661,0.012782401,0.063076265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032575645,0.030883623,0.029996023,0.029427527,0.029438196,0.019735152,0.02001962,0.027188366,0.02833899,0.029320458,0.02912134,0.02901153,0.028780384,0.030014452,0.030058965,0.03016122,0.0301442,0.030215504,0.028909909,0.029061325,0.029306408,0.029634956,0.028875936,0.030039955,0.030145139,0.031347945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031503987,0.03182746,0.032066695,0.033742312,0.03353238,0.033433102,0.033408202,0.033310704,0.033493996,0.033830468,0.03328727,0.033062935,0.031756006,0.027777724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5
0.0,0.0,0.053224627,0.038730234,0.036571935,0.036281932,0.03264278,0.032162964,0.03314743,0.031437416,0.029816203,0.025345534,0.025458736,0.025527727,0.025073318,0.02531012,0.025288738,0.023859028,0.023377625,0.023226783,0.027240727,0.029584622,0.030874468,0.03138328,0.032339387,0.03574462,0.04169809,0.046065684,0.053012673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045337413,0.0278534,0.021090347,0.017874885,0.020539274,0.020455549,0.015449198,0.016111229,0.024643203,0.022878775,0.018017124,0.016586995,0.019551547,0.025564803,0.06701853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025794528,0.029473202,0.029412974,0.02856764,0.029427527,0.029438196,0.029602727,0.02001962,0.020033533,0.02692204,0.027924247,0.02912134,0.02901153,0.028780384,0.028650159,0.030058965,0.03016122,0.0301442,0.028842073,0.028909909,0.029061325,0.029306408,0.029634956,0.028875936,0.028537957,0.030145139,0.031347945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026236013,0.031503987,0.03182746,0.032066695,0.03253723,0.03353238,0.033433102,0.033408202,0.033310704,0.033493996,0.033830468,0.03328727,0.031791285,0.031756006,0.026388837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label6
0.0,0.0,0.0,0.031688374,0.032914743,0.029025543,0.029015806,0.028589303,0.02946438,0.06287483,0.056319494,0.05385926,0.050917473,0.04786449,0.04701247,0.04429271,0.044255294,0.038770918,0.03798864,0.037743524,0.03632097,0.039446164,0.04116596,0.03835734,0.03952592,0.03931908,0.04169809,0.046065684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020607915,0.0139267,0.015817761,0.017874885,0.020539274,0.020455549,0.023173798,0.024166843,0.024643203,0.022878775,0.018017124,0.016586995,0.014663661,0.012782401,0.011826799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034126867,0.032354273,0.029996023,0.029427527,0.028036376,0.02678342,0.027169485,0.0257574,0.02550509,0.023735609,0.023574417,0.022104025,0.021927912,0.0204644,0.02049475,0.020564469,0.019182673,0.019228049,0.019273274,0.019374216,0.019537605,0.019756638,0.020213155,0.021027967,0.020625621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011046742,0.007875997,0.006365492,0.032066695,0.03253723,0.032334793,0.031045025,0.0214767,0.01784502,0.015550784,0.013290541,0.011095758,0.00890156,0.007939002,0.0055555445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label7
0.0,0.0,0.0,0.045772094,0.043886323,0.039910123,0.036269758,0.035736628,0.036830474,0.03493046,0.033129115,0.031681918,0.035005763,0.035100624,0.037609976,0.041128945,0.037933107,0.03280616,0.029222032,0.02613013,0.027240727,0.029584622,0.030874468,0.03138328,0.032339387,0.03574462,0.04169809,0.046065684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08820243,0.031635523,0.029791474,0.0273857,0.020455549,0.023173798,0.024166843,0.024643203,0.022878775,0.024022833,0.022115992,0.029327322,0.076694414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02637076,0.027942326,0.027139258,0.028026216,0.028036376,0.028193073,0.028599458,0.028619332,0.02692204,0.026528034,0.02496115,0.023485526,0.026039395,0.027285866,0.027326332,0.028790256,0.028774008,0.028842073,0.028909909,0.029061325,0.029306408,0.028223768,0.028875936,0.028537957,0.028558552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031503987,0.03182746,0.032066695,0.03253723,0.032334793,0.032239065,0.03221505,0.032121036,0.032297783,0.032622237,0.03205441,0.031791285,0.03043284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label8
0.0,0.0,0.049422868,0.038730234,0.036571935,0.036281932,0.03264278,0.032162964,0.03314743,0.031437416,0.029816203,0.028513726,0.028641079,0.028718693,0.028207483,0.03163765,0.031610925,0.03280616,0.035066437,0.05226026,0.054481454,0.0328718,0.030874468,0.03487031,0.035932653,0.03574462,0.04169809,0.046065684,0.057090573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278534,0.021090347,0.017874885,0.0273857,0.013637032,0.015449198,0.016111229,0.016428802,0.015252517,0.018017124,0.016586995,0.024439434,0.029825604,0.047307197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029233798,0.029473202,0.027942326,0.02856764,0.028026216,0.029438196,0.029602727,0.030029431,0.0300503,0.029755939,0.03071667,0.030508071,0.030393032,0.03015088,0.030014452,0.030058965,0.03016122,0.0301442,0.028842073,0.028909909,0.029061325,0.029306408,0.028223768,0.028875936,0.028537957,0.028558552,0.02786484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028878653,0.03182746,0.032066695,0.03253723,0.032334793,0.033433102,0.033408202,0.033310704,0.032297783,0.032622237,0.03205441,0.031791285,0.03043284,0.026388837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label9
