@RELATION digits
@Attribute 0 numeric
@Attribute 1 numeric
@Attribute 2 numeric
@Attribute 3 numeric
@Attribute 4 numeric
@Attribute 5 numeric
@Attribute 6 numeric
@Attribute 7 numeric
@Attribute 8 numeric
@Attribute 9 numeric
@Attribute 10 numeric
@Attribute 11 numeric
@Attribute 12 numeric
@Attribute 13 numeric
@Attribute 14 numeric
@Attribute 15 numeric
@Attribute 16 numeric
@Attribute 17 numeric
@Attribute 18 numeric
@Attribute 19 numeric
@Attribute 20 numeric
@Attribute 21 numeric
@Attribute 22 numeric
@Attribute 23 numeric
@Attribute 24 numeric
@Attribute 25 numeric
@Attribute 26 numeric
@Attribute 27 numeric
@Attribute 28 numeric
@Attribute 29 numeric
@Attribute 30 numeric
@Attribute 31 numeric
@Attribute 32 numeric
@Attribute 33 numeric
@Attribute 34 numeric
@Attribute 35 numeric
@Attribute 36 numeric
@Attribute 37 numeric
@Attribute 38 numeric
@Attribute 39 numeric
@Attribute 40 numeric
@Attribute 41 numeric
@Attribute 42 numeric
@Attribute 43 numeric
@Attribute 44 numeric
@Attribute 45 numeric
@Attribute 46 numeric
@Attribute 47 numeric
@Attribute 48 numeric
@Attribute 49 numeric
@Attribute 50 numeric
@Attribute 51 numeric
@Attribute 52 numeric
@Attribute 53 numeric
@Attribute 54 numeric
@Attribute 55 numeric
@Attribute 56 numeric
@Attribute 57 numeric
@Attribute 58 numeric
@Attribute 59 numeric
@Attribute 60 numeric
@Attribute 61 numeric
@Attribute 62 numeric
@Attribute 63 numeric
@Attribute 64 numeric
@Attribute 65 numeric
@Attribute 66 numeric
@Attribute 67 numeric
@Attribute 68 numeric
@Attribute 69 numeric
@Attribute 70 numeric
@Attribute 71 numeric
@Attribute 72 numeric
@Attribute 73 numeric
@Attribute 74 numeric
@Attribute 75 numeric
@Attribute 76 numeric
@Attribute 77 numeric
@Attribute 78 numeric
@Attribute 79 numeric
@Attribute 80 numeric
@Attribute 81 numeric
@Attribute 82 numeric
@Attribute 83 numeric
@Attribute 84 numeric
@Attribute 85 numeric
@Attribute 86 numeric
@Attribute 87 numeric
@Attribute 88 numeric
@Attribute 89 numeric
@Attribute 90 numeric
@Attribute 91 numeric
@Attribute 92 numeric
@Attribute 93 numeric
@Attribute 94 numeric
@Attribute 95 numeric
@Attribute 96 numeric
@Attribute 97 numeric
@Attribute 98 numeric
@Attribute 99 numeric
@Attribute 100 numeric
@Attribute 101 numeric
@Attribute 102 numeric
@Attribute 103 numeric
@Attribute 104 numeric
@Attribute 105 numeric
@Attribute 106 numeric
@Attribute 107 numeric
@Attribute 108 numeric
@Attribute 109 numeric
@Attribute 110 numeric
@Attribute 111 numeric
@Attribute 112 numeric
@Attribute 113 numeric
@Attribute 114 numeric
@Attribute 115 numeric
@Attribute 116 numeric
@Attribute 117 numeric
@Attribute 118 numeric
@Attribute 119 numeric
@Attribute class {label0,label1,label2,label3,label4,label5,label6,label7,label8,label9}
@DATA
0.050147343,0.073761314,0.094036,0.0,0.0,0.0,0.0,0.0,0.010479394,0.07446118,0.07273074,0.073537365,0.0773422,0.08216495,0.083926015,0.08106924,0.07346853,0.068466745,0.066147365,0.06578315,0.067296386,0.07198821,0.07450434,0.075914584,0.08370228,0.09535589,0.1017259,0.10181726,0.0874435,0.065538816,0.009874782,0.0119735915,0.017199108,0.020712819,0.026205122,0.029396228,0.033494994,0.03683825,0.040496193,0.04929306,0.051442012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06857229,0.06189618,0.055808384,0.05538877,0.056488514,0.057141062,0.05754635,0.05796025,0.059039548,0.05940906,0.059189744,0.058072906,0.05758247,0.057407875,0.05692659,0.05641161,0.0558995,0.055621494,0.05536001,0.0552765,0.0553481,0.055880003,0.056371685,0.057500597,0.058375992,0.059280135,0.059609357,0.061551094,0.06881664,0.0795416,0.018940099,0.017537195,0.0189474,0.015878977,0.015653571,0.015383612,0.012950811,0.012646553,0.012475333,0.012335004,0.012276383,0.012064793,0.011986152,0.057966273,0.05810025,0.058226828,0.058387462,0.058186963,0.05860009,0.058847748,0.05931326,0.059952937,0.06057026,0.06155365,0.06285587,0.06442297,0.06613407,0.068297334,0.07127201,0.0,label1
0.050147343,0.045391575,0.040301144,0.036850475,0.027982978,0.01853583,0.011724409,0.011429131,0.005239697,0.0049640783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004486426,0.0047992137,0.009933911,0.015182917,0.022320608,0.025428237,0.03390863,0.047514718,0.06053781,0.060497366,0.03291594,0.03192958,0.034398217,0.034521364,0.03494016,0.029396228,0.022329997,0.024558833,0.013498731,0.016431019,0.017147338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015785757,0.015216276,0.023794355,0.02130555,0.026578873,0.029489193,0.03385263,0.030920804,0.03920169,0.036596507,0.045826096,0.042562112,0.044211555,0.04722248,0.04899776,0.052143242,0.057141062,0.05754635,0.06018949,0.06358105,0.06397899,0.0637428,0.062540054,0.06201189,0.06403186,0.06349504,0.06292064,0.062349446,0.05990007,0.059618473,0.059528537,0.059605643,0.058029234,0.058539826,0.057500597,0.05613076,0.054720126,0.052731354,0.052081693,0.04915474,0.04545234,0.05140884,0.05261159,0.052105352,0.052173782,0.055905614,0.057139132,0.05612018,0.05690949,0.056139,0.057563353,0.05728979,0.05630237,0.05793307,0.057966273,0.05810025,0.058226828,0.058387462,0.056180514,0.056579396,0.056818515,0.057267975,0.055818252,0.056392998,0.05518603,0.0541861,0.053315565,0.052451164,0.05181177,0.04915311,0.04401205,label0
0.050147343,0.06808736,0.013433714,0.0,0.0,0.0,0.0,0.0,0.010479394,0.06949709,0.067882024,0.068634875,0.07218605,0.07668729,0.07833095,0.075664625,0.06857063,0.063902296,0.06173754,0.061397605,0.06280996,0.06718899,0.06953738,0.07085361,0.078122124,0.08899883,0.09494417,0.095029436,0.08071708,0.060497366,0.009874782,0.0119735915,0.011466073,0.013808546,0.026205122,0.029396228,0.033494994,0.03683825,0.040496193,0.04929306,0.051442012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06857229,0.06189618,0.055808384,0.053258434,0.054315876,0.05494333,0.055333033,0.055731006,0.056768794,0.057124097,0.056913216,0.055839334,0.05536776,0.05519988,0.054737106,0.054241933,0.05374952,0.053482205,0.05323078,0.05315048,0.053219326,0.053730775,0.054203544,0.055289034,0.05613076,0.05700013,0.05731669,0.061551094,0.06881664,0.0795416,0.018940099,0.017537195,0.0189474,0.018147402,0.015653571,0.015383612,0.015109278,0.012646553,0.012475333,0.012335004,0.012276383,0.012064793,0.05793307,0.057966273,0.05810025,0.058226828,0.058387462,0.058186963,0.05860009,0.058847748,0.05931326,0.059952937,0.06057026,0.06155365,0.06285587,0.06442297,0.06613407,0.068297334,0.07127201,0.0,label1
0.045588493,0.03971763,0.033584286,0.029480381,0.020987233,0.01235722,0.0058622044,0.0057145655,0.0,0.0,0.0,0.004902491,0.005156147,0.0054776636,0.011190135,0.016213847,0.019591607,0.02282225,0.03086877,0.052626517,0.10767421,0.014397642,0.014900867,0.010121945,0.005580152,0.0,0.0,0.027151268,0.04035854,0.05545592,0.026332749,0.023947183,0.028665181,0.027617091,0.026205122,0.019597486,0.022329997,0.012279416,0.013498731,0.016431019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015216276,0.011897177,0.02130555,0.017719248,0.022116894,0.027082102,0.030920804,0.03360145,0.032021943,0.03877593,0.044926673,0.04642213,0.049368955,0.051128097,0.054315876,0.057141062,0.059759673,0.06241873,0.06358105,0.06397899,0.0637428,0.06477363,0.0642266,0.06403186,0.06349504,0.06292064,0.062349446,0.06203936,0.059618473,0.059528537,0.059605643,0.060178466,0.058539826,0.059712157,0.05613076,0.05700013,0.055024024,0.052081693,0.04915474,0.042611573,0.07034894,0.065138154,0.061579052,0.058979057,0.060378063,0.059336793,0.060437113,0.05901725,0.058218222,0.057563353,0.05728979,0.058313165,0.05793307,0.057966273,0.05810025,0.058226828,0.056374103,0.056180514,0.056579396,0.056818515,0.057267975,0.055818252,0.056392998,0.05518603,0.056353543,0.05553705,0.052451164,0.05416685,0.051610764,0.0467628,label9
0.050147343,0.051065523,0.040301144,0.036850475,0.03497872,0.01853583,0.017586613,0.011429131,0.005239697,0.0049640783,0.0048487163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004385543,0.004486426,0.009598427,0.009933911,0.015182917,0.022320608,0.0317853,0.03390863,0.047514718,0.06053781,0.065538816,0.03620753,0.03192958,0.040131252,0.034521364,0.043675203,0.029396228,0.022329997,0.024558833,0.026997462,0.016431019,0.017147338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015785757,0.015216276,0.011897177,0.02130555,0.026578873,0.022116894,0.027082102,0.030920804,0.03360145,0.036596507,0.03877593,0.042562112,0.04642213,0.04722248,0.051128097,0.054315876,0.057141062,0.059759673,0.06018949,0.06358105,0.06397899,0.0637428,0.06477363,0.0642266,0.06403186,0.06349504,0.06292064,0.062349446,0.06203936,0.061747707,0.059528537,0.059605643,0.060178466,0.058539826,0.059712157,0.05613076,0.05700013,0.055024024,0.052081693,0.051612478,0.04545234,0.04870311,0.050106276,0.052105352,0.052173782,0.05366939,0.057139132,0.05612018,0.05690949,0.056139,0.057563353,0.05728979,0.05630237,0.055935375,0.057966273,0.05810025,0.058226828,0.058387462,0.056180514,0.056579396,0.056818515,0.057267975,0.057885595,0.056392998,0.05518603,0.056353543,0.05553705,0.052451164,0.05416685,0.051610764,0.049513556,label0
0.10029469,0.11347894,0.1276203,0.12529162,0.10493617,0.07414332,0.058622047,0.02857283,0.015719092,0.0,0.0,0.004902491,0.020624587,0.093120284,0.095116146,0.091878474,0.083264336,0.07759564,0.07496701,0.074554235,0.07626923,0.08158664,0.08443825,0.08603653,0.09486258,0.10807001,0.12207107,0.12218071,0.12780204,0.11091184,0.029624343,0.035920773,0.051597327,0.055234183,0.06988032,0.0685912,0.07815499,0.08595592,0.09449112,0.11501714,0.102884024,0.12293637,0.09557243,0.13573131,0.12704112,0.081940375,0.08948747,0.06492655,0.048311748,0.031571515,0.015216276,0.011897177,0.0,0.0,0.0,0.0,0.0,0.005600242,0.0045745634,0.0105752535,0.061478607,0.06189618,0.060101338,0.061779786,0.063006416,0.06373426,0.06418632,0.064647965,0.0658518,0.06626395,0.06601933,0.06477363,0.0642266,0.06403186,0.06349504,0.06292064,0.062349446,0.06203936,0.061747707,0.061654557,0.061734416,0.062327698,0.06287611,0.06413528,0.06511168,0.06612015,0.064194694,0.06628579,0.06881664,0.06817851,0.027057284,0.027558452,0.026052676,0.024952678,0.026834695,0.026371907,0.025901621,0.023185348,0.022871444,0.022614174,0.02046064,0.020107988,0.01997692,0.01998837,0.018031113,0.018070394,0.018120246,0.050161175,0.054558706,0.056818515,0.057267975,0.057885595,0.06057026,0.06155365,0.06285587,0.062201492,0.06385359,0.06594225,0.06881435,0.06876883,label1
0.045588493,0.03971763,0.040301144,0.029480381,0.027982978,0.01235722,0.011724409,0.0057145655,0.005239697,0.0049640783,0.0048487163,0.004902491,0.0,0.0,0.0,0.0,0.0,0.0,0.0044098245,0.004385543,0.004486426,0.0047992137,0.009933911,0.010121945,0.016740456,0.025428237,0.03390863,0.040726904,0.053811386,0.060497366,0.039499126,0.02793838,0.028665181,0.034521364,0.026205122,0.029396228,0.022329997,0.012279416,0.013498731,0.016431019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015785757,0.015216276,0.011897177,0.010652775,0.017719248,0.022116894,0.020311577,0.024736643,0.03360145,0.032021943,0.03877593,0.042562112,0.04863271,0.049368955,0.053258434,0.056488514,0.057141062,0.059759673,0.06241873,0.06358105,0.06397899,0.0637428,0.06477363,0.0642266,0.06403186,0.06349504,0.06292064,0.062349446,0.06203936,0.061747707,0.059528537,0.059605643,0.060178466,0.060707968,0.059712157,0.058375992,0.059280135,0.055024024,0.054449044,0.051612478,0.048293114,0.045997385,0.05261159,0.054473776,0.05444221,0.055905614,0.057139132,0.058278646,0.05690949,0.058218222,0.057563353,0.05728979,0.05630237,0.05793307,0.057966273,0.05810025,0.058226828,0.058387462,0.058186963,0.056579396,0.056818515,0.057267975,0.057885595,0.056392998,0.05730857,0.056353543,0.05553705,0.057012133,0.05416685,0.054068416,0.049513556,label0
0.08661814,0.0964571,0.107469715,0.11055143,0.09794042,0.08032193,0.07034645,0.06286022,0.05239697,0.044676706,0.03878973,0.034317438,0.03093688,0.027388318,0.027975338,0.016213847,0.014693706,0.009128899,0.0044098245,0.0,0.0,0.0047992137,0.009933911,0.08603653,0.10044274,0.11442707,0.12207107,0.12218071,0.12107562,0.100828946,0.06254028,0.071841545,0.09746162,0.10356409,0.13102561,0.12738365,0.13397998,0.13507357,0.13498731,0.14787917,0.1371787,0.14342576,0.114686914,0.13573131,0.10163289,0.061455283,0.044743735,0.021642184,0.016103916,0.0,0.0,0.0,0.0,0.008859624,0.022116894,0.12186946,0.11131489,0.106404595,0.08691671,0.06697661,0.05202036,0.050843287,0.049368955,0.051128097,0.052143242,0.052745596,0.05311971,0.053501766,0.054498043,0.054839134,0.054636687,0.05360576,0.05315305,0.052991886,0.052547622,0.052072253,0.05159954,0.05134292,0.05536001,0.061654557,0.061734416,0.062327698,0.060707968,0.053077474,0.05388553,0.054720126,0.055024024,0.054449044,0.05652795,0.0596562,0.05411457,0.05261159,0.052105352,0.049905356,0.04919694,0.048348498,0.047486305,0.046370696,0.045742888,0.045228347,0.045013405,0.044237573,0.043949224,0.043974414,0.04407605,0.044172075,0.044293936,0.04614828,0.056579396,0.056818515,0.05931326,0.059952937,0.05848163,0.05943111,0.056353543,0.0488726,0.05017068,0.05181177,0.054068416,0.057765815,label4
0.045588493,0.03971763,0.033584286,0.022110285,0.020987233,0.01235722,0.011724409,0.011429131,0.010479394,0.009928157,0.0145461485,0.014707473,0.025780734,0.032865983,0.027975338,0.016213847,0.009795804,0.0045644497,0.0044098245,0.004385543,0.0,0.0047992137,0.0049669556,0.0050609726,0.011160304,0.012714119,0.02034518,0.033939086,0.047084965,0.05545592,0.06583188,0.06785035,0.028665181,0.020712819,0.026205122,0.019597486,0.022329997,0.012279416,0.013498731,0.016431019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015216276,0.011897177,0.010652775,0.017719248,0.014744597,0.020311577,0.018552482,0.028001208,0.07776758,0.06697661,0.044926673,0.04863271,0.05151543,0.05538877,0.056488514,0.059338797,0.059759673,0.06018949,0.0613103,0.061694026,0.059189744,0.058072906,0.05536776,0.05078389,0.054737106,0.05641161,0.05804948,0.05990007,0.059618473,0.061654557,0.061734416,0.062327698,0.060707968,0.06192372,0.06062122,0.06156014,0.059609357,0.05681639,0.054070216,0.051133886,0.05411457,0.057622217,0.05921063,0.058979057,0.05814184,0.059336793,0.058278646,0.05901725,0.058218222,0.057563353,0.05728979,0.058313165,0.05793307,0.057966273,0.05810025,0.058226828,0.058387462,0.058186963,0.05860009,0.056818515,0.057267975,0.057885595,0.05848163,0.05730857,0.058520984,0.05775853,0.05929262,0.05887701,0.056526072,0.057765815,label8
0.045588493,0.03971763,0.033584286,0.022110285,0.020987233,0.01235722,0.011724409,0.011429131,0.010479394,0.009928157,0.0145461485,0.014707473,0.025780734,0.032865983,0.027975338,0.016213847,0.009795804,0.0045644497,0.0044098245,0.004385543,0.0,0.0047992137,0.0049669556,0.0050609726,0.011160304,0.012714119,0.02034518,0.033939086,0.047084965,0.05545592,0.06583188,0.06785035,0.028665181,0.020712819,0.026205122,0.019597486,0.022329997,0.012279416,0.013498731,0.016431019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015216276,0.011897177,0.010652775,0.008859624,0.014744597,0.020311577,0.018552482,0.028001208,0.07776758,0.06697661,0.044926673,0.050843287,0.05151543,0.05538877,0.056488514,0.059338797,0.059759673,0.06018949,0.0613103,0.061694026,0.061466273,0.058072906,0.05536776,0.05078389,0.054737106,0.05641161,0.05804948,0.05990007,0.059618473,0.061654557,0.061734416,0.062327698,0.06287611,0.06192372,0.06286645,0.06156014,0.059609357,0.05681639,0.054070216,0.051133886,0.05411457,0.057622217,0.05921063,0.058979057,0.05814184,0.059336793,0.058278646,0.05901725,0.058218222,0.057563353,0.05728979,0.058313165,0.05793307,0.057966273,0.05810025,0.058226828,0.058387462,0.058186963,0.05860009,0.056818515,0.057267975,0.057885595,0.05848163,0.05730857,0.058520984,0.05775853,0.05929262,0.05887701,0.05898373,0.06051657,label8
