@RELATION digits
@Attribute 0 numeric
@Attribute 1 numeric
@Attribute 2 numeric
@Attribute 3 numeric
@Attribute 4 numeric
@Attribute 5 numeric
@Attribute 6 numeric
@Attribute 7 numeric
@Attribute 8 numeric
@Attribute 9 numeric
@Attribute 10 numeric
@Attribute 11 numeric
@Attribute 12 numeric
@Attribute 13 numeric
@Attribute 14 numeric
@Attribute 15 numeric
@Attribute 16 numeric
@Attribute 17 numeric
@Attribute 18 numeric
@Attribute 19 numeric
@Attribute 20 numeric
@Attribute 21 numeric
@Attribute 22 numeric
@Attribute 23 numeric
@Attribute 24 numeric
@Attribute 25 numeric
@Attribute 26 numeric
@Attribute 27 numeric
@Attribute 28 numeric
@Attribute 29 numeric
@Attribute 30 numeric
@Attribute 31 numeric
@Attribute 32 numeric
@Attribute 33 numeric
@Attribute 34 numeric
@Attribute 35 numeric
@Attribute 36 numeric
@Attribute 37 numeric
@Attribute 38 numeric
@Attribute 39 numeric
@Attribute 40 numeric
@Attribute 41 numeric
@Attribute 42 numeric
@Attribute 43 numeric
@Attribute 44 numeric
@Attribute 45 numeric
@Attribute 46 numeric
@Attribute 47 numeric
@Attribute 48 numeric
@Attribute 49 numeric
@Attribute 50 numeric
@Attribute 51 numeric
@Attribute 52 numeric
@Attribute 53 numeric
@Attribute 54 numeric
@Attribute 55 numeric
@Attribute 56 numeric
@Attribute 57 numeric
@Attribute 58 numeric
@Attribute 59 numeric
@Attribute class {label0,label1,label2,label3,label4,label5,label6,label7,label8,label9}
@DATA
0.033990335,0.031012317,0.029412445,0.015804753,0.018225528,0.020240553,0.021508757,0.022552397,0.023580821,0.024034077,0.023241187,0.021039303,0.019459782,0.018976856,0.01897236,0.01919459,0.01999458,0.02109284,0.021764921,0.0216088,0.02133193,0.021382999,0.022255907,0.022839833,0.02179056,0.019609831,0.017964652,0.030866027,0.030521143,0.032973252,0.09874019,0.05935615,0.044584293,0.03922251,0.03546669,0.034394965,0.033777315,0.035111815,0.03732146,0.007865966,0.007942305,0.007881648,0.0078217555,0.00785782,0.0077815056,0.0076185334,0.0074029234,0.0069076307,0.00648924,0.0061477246,0.0060073845,0.0058132033,0.0065256814,0.027568767,0.028884543,0.03136468,0.033331376,0.038197495,0.044867013,0.06811322,label0
0.02447304,0.019249026,0.02058871,0.020743739,0.026199196,0.029095795,0.03495173,0.036647648,0.041266438,0.039055374,0.030504059,0.027614087,0.025540963,0.024907123,0.024901222,0.025192898,0.026242886,0.027684351,0.02856646,0.02836155,0.027998159,0.028065186,0.029210877,0.02997728,0.028600112,0.025737902,0.022191629,0.02160622,0.022890856,0.02669263,0.0,0.0,0.0015922962,0.0013525004,0.004891957,0.0045859953,0.004503642,0.0070223627,0.007464292,0.035396848,0.03574037,0.035467416,0.039108776,0.0392891,0.038907528,0.038092665,0.03701462,0.034538154,0.032446202,0.030738624,0.030036923,0.029066017,0.027967205,0.027568767,0.028884543,0.03136468,0.034480732,0.03951465,0.048071798,0.073158644,label1
0.031271107,0.028873537,0.028432028,0.015804753,0.018225528,0.020240553,0.021508757,0.022552397,0.023580821,0.021029817,0.011620593,0.011834608,0.009729891,0.009488428,0.00948618,0.009597295,0.00999729,0.01054642,0.0108824605,0.01215495,0.011999211,0.010691499,0.011127953,0.0114199165,0.01089528,0.009804916,0.0105674425,0.02983716,0.032701224,0.043964334,0.0037976997,0.021198625,0.020699851,0.017582504,0.01834484,0.018343981,0.019140478,0.021067088,0.022392876,0.017042927,0.018532045,0.01970412,0.016947137,0.017025277,0.016859928,0.016506823,0.016039668,0.0149665335,0.01406002,0.013320071,0.013015999,0.012595274,0.017712563,0.01654126,0.017330725,0.017773319,0.018389724,0.01844017,0.020831112,0.022704408,label2
0.033990335,0.029942928,0.029412445,0.01679255,0.019364623,0.021505587,0.022853054,0.023961922,0.025054622,0.022531947,0.011620593,0.013149565,0.0133786,0.013046589,0.013043498,0.014395942,0.013746274,0.013183025,0.0108824605,0.0108044,0.022665177,0.022719437,0.0236469,0.024267323,0.02315247,0.020835444,0.019021396,0.030866027,0.030521143,0.032973252,0.056965496,0.038157523,0.028661331,0.025697507,0.023236796,0.022929976,0.02251821,0.023407876,0.023636924,0.007865966,0.009266023,0.010508864,0.010429007,0.01178673,0.012969175,0.012697555,0.013572027,0.01266399,0.01297848,0.013320071,0.013015999,0.0135641415,0.026102725,0.025730848,0.026958907,0.027182722,0.028733943,0.03161172,0.035252653,0.045408815,label3
0.009517293,0.007485732,0.0068629035,0.0059267823,0.006834573,0.008855241,0.0107543785,0.011276199,0.011790411,0.019527687,0.01743089,0.015779478,0.015811073,0.015418696,0.015415043,0.015595604,0.016245596,0.017137932,0.017683998,0.0378154,0.03999737,0.040093124,0.011127953,0.008564937,0.008171461,0.0073536863,0.006340465,0.0061732056,0.006540245,0.007850774,0.0075953994,0.0063595874,0.0063691847,0.006762502,0.008560925,0.009171991,0.010133195,0.011703938,0.013684535,0.017042927,0.017208328,0.015763296,0.015643511,0.01571564,0.015563011,0.015237067,0.014805847,0.01266399,0.01189694,0.025615519,0.024029538,0.022283945,0.020509284,0.019298136,0.01925636,0.0041819573,0.003448073,0.003951465,0.00480718,0.0050454237,label4
0.038069174,0.029942928,0.027451614,0.008890173,0.010251859,0.01138531,0.0107543785,0.011276199,0.011790411,0.012017039,0.011620593,0.03681878,0.035270855,0.035581607,0.00948618,0.009597295,0.00999729,0.01054642,0.0108824605,0.0108044,0.022665177,0.022719437,0.0236469,0.024267323,0.02315247,0.020835444,0.02007814,0.030866027,0.030521143,0.032973252,0.041774698,0.048756834,0.03662281,0.031107508,0.028128754,0.027515972,0.027021853,0.02808945,0.029857168,0.017042927,0.011913458,0.011822472,0.011732633,0.01178673,0.011672258,0.0114278,0.011104385,0.010361446,0.00973386,0.009221587,0.009011077,0.009688673,0.020509284,0.020217095,0.021181999,0.023000766,0.024136512,0.027660254,0.032047864,0.03784068,label5
0.03263072,0.029942928,0.028432028,0.015804753,0.018225528,0.020240553,0.021508757,0.022552397,0.023580821,0.013519168,0.013073168,0.011834608,0.010946127,0.032023445,0.034387402,0.035989854,0.022493903,0.022411142,0.02312523,0.02295935,0.022665177,0.022719437,0.0236469,0.024267323,0.02315247,0.020835444,0.019021396,0.030866027,0.030521143,0.032973252,0.09874019,0.05935615,0.044584293,0.03922251,0.03546669,0.034394965,0.033777315,0.035111815,0.03732146,0.011798949,0.011913458,0.011822472,0.011732633,0.01178673,0.011672258,0.0114278,0.011104385,0.010361446,0.00973386,0.009221587,0.009011077,0.01065754,0.024238246,0.02389293,0.025033271,0.027182722,0.028733943,0.030294565,0.036855046,0.032795254,label6
0.0407884,0.03208171,0.029412445,0.015804753,0.018225528,0.021505587,0.021508757,0.011276199,0.013264212,0.012017039,0.013073168,0.010519652,0.010946127,0.010674482,0.00948618,0.010796957,0.00999729,0.01054642,0.0108824605,0.00945385,0.010665965,0.009355062,0.011127953,0.0114199165,0.01089528,0.009804916,0.0073972093,0.00823094,0.008720326,0.009420929,0.026583899,0.014839037,0.011146073,0.009467502,0.008560925,0.008025492,0.007881374,0.00936315,0.007464292,0.010487955,0.0132371755,0.014449689,0.016947137,0.01964455,0.0220476,0.0228556,0.02097495,0.020722892,0.01946772,0.017418554,0.017020922,0.01743961,0.014915843,0.012865424,0.0125166355,0.011500383,0.010344219,0.009220085,0.00961436,0.007568136,label7
0.033990335,0.029942928,0.029412445,0.01679255,0.019364623,0.021505587,0.022853054,0.023961922,0.025054622,0.025536206,0.024693761,0.023669217,0.030405909,0.022535017,0.017786587,0.027592221,0.027492547,0.023729444,0.02312523,0.02295935,0.022665177,0.022719437,0.0236469,0.024267323,0.02315247,0.020835444,0.019021396,0.030866027,0.030521143,0.032973252,0.075954,0.048756834,0.03821511,0.03516501,0.033020712,0.032101966,0.032651406,0.03394142,0.03732146,0.015731933,0.014560893,0.014449689,0.014339885,0.013096367,0.012969175,0.012697555,0.012338206,0.011512718,0.01189694,0.011270829,0.012014769,0.0135641415,0.027967205,0.026649807,0.027921725,0.0292737,0.03103266,0.03424603,0.03845744,0.05045424,label8
0.033990335,0.03208171,0.029412445,0.01679255,0.019364623,0.021505587,0.022853054,0.023961922,0.025054622,0.025536206,0.024693761,0.02235426,0.020676019,0.02016291,0.035573173,0.03479019,0.033740852,0.01054642,0.0108824605,0.0108044,0.019998685,0.022719437,0.0236469,0.024267323,0.02315247,0.020835444,0.02007814,0.030866027,0.030521143,0.032973252,0.07975169,0.0508767,0.03821511,0.03516501,0.031797722,0.030955467,0.030399583,0.03160063,0.032345265,0.013109944,0.011913458,0.011822472,0.011732633,0.01178673,0.011672258,0.0114278,0.011104385,0.010361446,0.00973386,0.009221587,0.009011077,0.009688673,0.027967205,0.027568767,0.028884543,0.03136468,0.033331376,0.038197495,0.044867013,0.06811322,label9
